maintenance_id,atm_id,maintenance_type,start_time,completion_time,component_replaced,outcome,related_incident_id
MAINT_INC_ATM_0123_20260105075000,ATM_0123,corrective,2026-01-05 07:50:00,2026-01-05 22:40:00,card_reader,successful,INC_ATM_0123_20260105075000
MAINT_INC_ATM_0171_20260105090000,ATM_0171,corrective,2026-01-05 09:00:00,2026-01-05 12:05:00,card_reader,successful,INC_ATM_0171_20260105090000
MAINT_INC_ATM_0038_20260105103000,ATM_0038,corrective,2026-01-05 10:30:00,2026-01-05 22:35:00,printer_mechanism,successful,INC_ATM_0038_20260105103000
MAINT_INC_ATM_0147_20260105112500,ATM_0147,corrective,2026-01-05 11:25:00,2026-01-05 14:10:00,power_supply,successful,INC_ATM_0147_20260105112500
MAINT_INC_ATM_0001_20260105123500,ATM_0001,corrective,2026-01-05 12:35:00,2026-01-05 14:55:00,printer_mechanism,successful,INC_ATM_0001_20260105123500
MAINT_INC_ATM_0117_20260105130000,ATM_0117,corrective,2026-01-05 13:00:00,2026-01-05 14:00:00,card_reader,successful,INC_ATM_0117_20260105130000
MAINT_INC_ATM_0053_20260105130500,ATM_0053,corrective,2026-01-05 13:05:00,2026-01-05 15:30:00,hardware_module,successful,INC_ATM_0053_20260105130500
MAINT_INC_ATM_0079_20260105132500,ATM_0079,corrective,2026-01-05 13:25:00,2026-01-05 15:05:00,software_update,successful,INC_ATM_0079_20260105132500
MAINT_INC_ATM_0115_20260105133000,ATM_0115,corrective,2026-01-05 13:30:00,2026-01-05 15:55:00,dispenser_mechanism,successful,INC_ATM_0115_20260105133000
MAINT_INC_ATM_0132_20260105134500,ATM_0132,corrective,2026-01-05 13:45:00,2026-01-06 01:25:00,dispenser_mechanism,successful,INC_ATM_0132_20260105134500
MAINT_INC_ATM_0143_20260105134500,ATM_0143,corrective,2026-01-05 13:45:00,2026-01-05 16:00:00,card_reader,successful,INC_ATM_0143_20260105134500
MAINT_INC_ATM_0129_20260105140000,ATM_0129,corrective,2026-01-05 14:00:00,2026-01-05 21:00:00,cooling_fan,successful,INC_ATM_0129_20260105140000
MAINT_INC_ATM_0144_20260105141000,ATM_0144,corrective,2026-01-05 14:10:00,2026-01-05 16:30:00,card_reader,successful,INC_ATM_0144_20260105141000
MAINT_INC_ATM_0006_20260105141500,ATM_0006,corrective,2026-01-05 14:15:00,2026-01-05 22:25:00,card_reader,successful,INC_ATM_0006_20260105141500
MAINT_INC_ATM_0055_20260105144500,ATM_0055,corrective,2026-01-05 14:45:00,2026-01-05 17:55:00,network_module,successful,INC_ATM_0055_20260105144500
MAINT_INC_ATM_0039_20260105150500,ATM_0039,corrective,2026-01-05 15:05:00,2026-01-05 21:00:00,network_module,successful,INC_ATM_0039_20260105150500
MAINT_INC_ATM_0013_20260105162000,ATM_0013,corrective,2026-01-05 16:20:00,2026-01-05 19:25:00,hardware_module,successful,INC_ATM_0013_20260105162000
MAINT_INC_ATM_0027_20260105174000,ATM_0027,corrective,2026-01-05 17:40:00,2026-01-05 20:10:00,printer_mechanism,successful,INC_ATM_0027_20260105174000
MAINT_INC_ATM_0126_20260105185500,ATM_0126,corrective,2026-01-05 18:55:00,2026-01-05 21:30:00,network_module,successful,INC_ATM_0126_20260105185500
MAINT_INC_ATM_0036_20260105195000,ATM_0036,corrective,2026-01-05 19:50:00,2026-01-05 23:15:00,cooling_fan,successful,INC_ATM_0036_20260105195000
MAINT_INC_ATM_0110_20260105201500,ATM_0110,corrective,2026-01-05 20:15:00,2026-01-06 04:45:00,printer_mechanism,successful,INC_ATM_0110_20260105201500
MAINT_INC_ATM_0059_20260105215500,ATM_0059,corrective,2026-01-05 21:55:00,2026-01-05 23:40:00,cooling_fan,successful,INC_ATM_0059_20260105215500
MAINT_INC_ATM_0078_20260105221000,ATM_0078,corrective,2026-01-05 22:10:00,2026-01-06 01:15:00,software_update,successful,INC_ATM_0078_20260105221000
MAINT_INC_ATM_0083_20260105222500,ATM_0083,corrective,2026-01-05 22:25:00,2026-01-05 23:55:00,card_reader,successful,INC_ATM_0083_20260105222500
MAINT_INC_ATM_0021_20260105230000,ATM_0021,corrective,2026-01-05 23:00:00,2026-01-06 01:30:00,printer_mechanism,successful,INC_ATM_0021_20260105230000
MAINT_INC_ATM_0019_20260105232000,ATM_0019,corrective,2026-01-05 23:20:00,2026-01-06 06:20:00,power_supply,successful,INC_ATM_0019_20260105232000
MAINT_INC_ATM_0041_20260105232500,ATM_0041,corrective,2026-01-05 23:25:00,2026-01-06 01:50:00,dispenser_mechanism,successful,INC_ATM_0041_20260105232500
MAINT_INC_ATM_0013_20260105233500,ATM_0013,corrective,2026-01-05 23:35:00,2026-01-06 02:35:00,card_reader,successful,INC_ATM_0013_20260105233500
MAINT_INC_ATM_0161_20260105234000,ATM_0161,corrective,2026-01-05 23:40:00,2026-01-06 01:15:00,hardware_module,successful,INC_ATM_0161_20260105234000
MAINT_INC_ATM_0047_20260106000500,ATM_0047,corrective,2026-01-06 00:05:00,2026-01-06 10:00:00,dispenser_mechanism,successful,INC_ATM_0047_20260106000500
MAINT_INC_ATM_0119_20260106000500,ATM_0119,corrective,2026-01-06 00:05:00,2026-01-06 04:20:00,network_module,successful,INC_ATM_0119_20260106000500
MAINT_INC_ATM_0043_20260106002500,ATM_0043,corrective,2026-01-06 00:25:00,2026-01-06 02:25:00,card_reader,successful,INC_ATM_0043_20260106002500
MAINT_INC_ATM_0027_20260106005000,ATM_0027,corrective,2026-01-06 00:50:00,2026-01-06 02:55:00,power_supply,successful,INC_ATM_0027_20260106005000
MAINT_INC_ATM_0087_20260106010500,ATM_0087,corrective,2026-01-06 01:05:00,2026-01-06 02:35:00,card_reader,successful,INC_ATM_0087_20260106010500
MAINT_INC_ATM_0134_20260106012500,ATM_0134,corrective,2026-01-06 01:25:00,2026-01-06 09:00:00,card_reader,successful,INC_ATM_0134_20260106012500
MAINT_INC_ATM_0017_20260106021500,ATM_0017,corrective,2026-01-06 02:15:00,2026-01-06 03:50:00,network_module,successful,INC_ATM_0017_20260106021500
MAINT_INC_ATM_0067_20260106024000,ATM_0067,corrective,2026-01-06 02:40:00,2026-01-06 04:55:00,cooling_fan,successful,INC_ATM_0067_20260106024000
MAINT_INC_ATM_0001_20260106032500,ATM_0001,corrective,2026-01-06 03:25:00,2026-01-06 05:25:00,card_reader,successful,INC_ATM_0001_20260106032500
MAINT_INC_ATM_0003_20260106044500,ATM_0003,corrective,2026-01-06 04:45:00,2026-01-06 13:50:00,printer_mechanism,successful,INC_ATM_0003_20260106044500
MAINT_INC_ATM_0044_20260106054500,ATM_0044,corrective,2026-01-06 05:45:00,2026-01-06 07:40:00,cooling_fan,successful,INC_ATM_0044_20260106054500
MAINT_INC_ATM_0159_20260106055000,ATM_0159,corrective,2026-01-06 05:50:00,2026-01-06 07:50:00,card_reader,successful,INC_ATM_0159_20260106055000
MAINT_INC_ATM_0063_20260106062000,ATM_0063,corrective,2026-01-06 06:20:00,2026-01-06 08:05:00,network_module,successful,INC_ATM_0063_20260106062000
MAINT_INC_ATM_0018_20260106063500,ATM_0018,corrective,2026-01-06 06:35:00,2026-01-06 09:10:00,card_reader,successful,INC_ATM_0018_20260106063500
MAINT_INC_ATM_0082_20260106085000,ATM_0082,corrective,2026-01-06 08:50:00,2026-01-06 11:50:00,printer_mechanism,successful,INC_ATM_0082_20260106085000
MAINT_INC_ATM_0113_20260106092000,ATM_0113,corrective,2026-01-06 09:20:00,2026-01-06 11:40:00,dispenser_mechanism,successful,INC_ATM_0113_20260106092000
MAINT_INC_ATM_0076_20260106092500,ATM_0076,corrective,2026-01-06 09:25:00,2026-01-06 11:25:00,card_reader,successful,INC_ATM_0076_20260106092500
MAINT_INC_ATM_0092_20260106093500,ATM_0092,corrective,2026-01-06 09:35:00,2026-01-06 11:30:00,dispenser_mechanism,successful,INC_ATM_0092_20260106093500
MAINT_INC_ATM_0083_20260106095000,ATM_0083,corrective,2026-01-06 09:50:00,2026-01-06 16:20:00,card_reader,successful,INC_ATM_0083_20260106095000
MAINT_INC_ATM_0056_20260106101500,ATM_0056,corrective,2026-01-06 10:15:00,2026-01-06 12:50:00,software_update,successful,INC_ATM_0056_20260106101500
MAINT_INC_ATM_0028_20260106104000,ATM_0028,corrective,2026-01-06 10:40:00,2026-01-06 18:25:00,card_reader,successful,INC_ATM_0028_20260106104000
MAINT_INC_ATM_0108_20260106104000,ATM_0108,corrective,2026-01-06 10:40:00,2026-01-06 16:15:00,printer_mechanism,successful,INC_ATM_0108_20260106104000
MAINT_INC_ATM_0104_20260106112500,ATM_0104,corrective,2026-01-06 11:25:00,2026-01-06 12:40:00,power_supply,successful,INC_ATM_0104_20260106112500
MAINT_INC_ATM_0055_20260106122500,ATM_0055,corrective,2026-01-06 12:25:00,2026-01-06 21:20:00,network_module,successful,INC_ATM_0055_20260106122500
MAINT_INC_ATM_0039_20260106134000,ATM_0039,corrective,2026-01-06 13:40:00,2026-01-06 14:45:00,card_reader,successful,INC_ATM_0039_20260106134000
MAINT_INC_ATM_0057_20260106142000,ATM_0057,corrective,2026-01-06 14:20:00,2026-01-06 17:00:00,network_module,successful,INC_ATM_0057_20260106142000
MAINT_INC_ATM_0044_20260106170000,ATM_0044,corrective,2026-01-06 17:00:00,2026-01-07 02:00:00,power_supply,successful,INC_ATM_0044_20260106170000
MAINT_INC_ATM_0151_20260106170000,ATM_0151,corrective,2026-01-06 17:00:00,2026-01-06 23:05:00,hardware_module,successful,INC_ATM_0151_20260106170000
MAINT_INC_ATM_0063_20260106172000,ATM_0063,corrective,2026-01-06 17:20:00,2026-01-06 19:25:00,card_reader,successful,INC_ATM_0063_20260106172000
MAINT_INC_ATM_0081_20260106182500,ATM_0081,corrective,2026-01-06 18:25:00,2026-01-07 02:10:00,hardware_module,successful,INC_ATM_0081_20260106182500
MAINT_INC_ATM_0058_20260106191000,ATM_0058,corrective,2026-01-06 19:10:00,2026-01-07 03:00:00,card_reader,successful,INC_ATM_0058_20260106191000
MAINT_INC_ATM_0087_20260106194000,ATM_0087,corrective,2026-01-06 19:40:00,2026-01-07 04:15:00,dispenser_mechanism,successful,INC_ATM_0087_20260106194000
MAINT_INC_ATM_0113_20260106203500,ATM_0113,corrective,2026-01-06 20:35:00,2026-01-06 22:30:00,network_module,successful,INC_ATM_0113_20260106203500
MAINT_INC_ATM_0154_20260106213000,ATM_0154,corrective,2026-01-06 21:30:00,2026-01-07 00:05:00,power_supply,successful,INC_ATM_0154_20260106213000
MAINT_INC_ATM_0135_20260106220500,ATM_0135,corrective,2026-01-06 22:05:00,2026-01-07 00:55:00,software_update,successful,INC_ATM_0135_20260106220500
MAINT_INC_ATM_0013_20260106221000,ATM_0013,corrective,2026-01-06 22:10:00,2026-01-07 00:05:00,dispenser_mechanism,successful,INC_ATM_0013_20260106221000
MAINT_INC_ATM_0028_20260106224500,ATM_0028,corrective,2026-01-06 22:45:00,2026-01-07 01:15:00,card_reader,successful,INC_ATM_0028_20260106224500
MAINT_INC_ATM_0160_20260106232500,ATM_0160,corrective,2026-01-06 23:25:00,2026-01-07 06:05:00,printer_mechanism,successful,INC_ATM_0160_20260106232500
MAINT_INC_ATM_0128_20260107002000,ATM_0128,corrective,2026-01-07 00:20:00,2026-01-07 03:10:00,printer_mechanism,successful,INC_ATM_0128_20260107002000
MAINT_INC_ATM_0129_20260107005000,ATM_0129,corrective,2026-01-07 00:50:00,2026-01-07 08:30:00,cooling_fan,successful,INC_ATM_0129_20260107005000
MAINT_INC_ATM_0173_20260107020000,ATM_0173,corrective,2026-01-07 02:00:00,2026-01-07 04:35:00,card_reader,successful,INC_ATM_0173_20260107020000
MAINT_INC_ATM_0067_20260107034000,ATM_0067,corrective,2026-01-07 03:40:00,2026-01-07 06:00:00,card_reader,successful,INC_ATM_0067_20260107034000
MAINT_INC_ATM_0103_20260107040500,ATM_0103,corrective,2026-01-07 04:05:00,2026-01-07 07:00:00,printer_mechanism,successful,INC_ATM_0103_20260107040500
MAINT_INC_ATM_0079_20260107041500,ATM_0079,corrective,2026-01-07 04:15:00,2026-01-07 11:40:00,card_reader,successful,INC_ATM_0079_20260107041500
MAINT_INC_ATM_0095_20260107050500,ATM_0095,corrective,2026-01-07 05:05:00,2026-01-07 13:35:00,printer_mechanism,successful,INC_ATM_0095_20260107050500
MAINT_INC_ATM_0042_20260107051500,ATM_0042,corrective,2026-01-07 05:15:00,2026-01-07 07:35:00,card_reader,successful,INC_ATM_0042_20260107051500
MAINT_INC_ATM_0060_20260107051500,ATM_0060,corrective,2026-01-07 05:15:00,2026-01-07 13:15:00,card_reader,successful,INC_ATM_0060_20260107051500
MAINT_INC_ATM_0109_20260107051500,ATM_0109,corrective,2026-01-07 05:15:00,2026-01-07 06:55:00,hardware_module,successful,INC_ATM_0109_20260107051500
MAINT_INC_ATM_0102_20260107062000,ATM_0102,corrective,2026-01-07 06:20:00,2026-01-07 17:20:00,software_update,successful,INC_ATM_0102_20260107062000
MAINT_INC_ATM_0074_20260107073000,ATM_0074,corrective,2026-01-07 07:30:00,2026-01-07 17:05:00,network_module,successful,INC_ATM_0074_20260107073000
MAINT_INC_ATM_0043_20260107085500,ATM_0043,corrective,2026-01-07 08:55:00,2026-01-07 11:25:00,card_reader,successful,INC_ATM_0043_20260107085500
MAINT_INC_ATM_0135_20260107093000,ATM_0135,corrective,2026-01-07 09:30:00,2026-01-07 11:30:00,printer_mechanism,successful,INC_ATM_0135_20260107093000
MAINT_INC_ATM_0049_20260107103500,ATM_0049,corrective,2026-01-07 10:35:00,2026-01-07 13:10:00,network_module,successful,INC_ATM_0049_20260107103500
MAINT_INC_ATM_0016_20260107113000,ATM_0016,corrective,2026-01-07 11:30:00,2026-01-07 13:10:00,hardware_module,successful,INC_ATM_0016_20260107113000
MAINT_INC_ATM_0134_20260107131000,ATM_0134,corrective,2026-01-07 13:10:00,2026-01-07 20:00:00,cooling_fan,successful,INC_ATM_0134_20260107131000
MAINT_INC_ATM_0015_20260107142500,ATM_0015,corrective,2026-01-07 14:25:00,2026-01-07 17:10:00,software_update,successful,INC_ATM_0015_20260107142500
MAINT_INC_ATM_0011_20260107144000,ATM_0011,corrective,2026-01-07 14:40:00,2026-01-07 21:30:00,card_reader,successful,INC_ATM_0011_20260107144000
MAINT_INC_ATM_0165_20260107144000,ATM_0165,corrective,2026-01-07 14:40:00,2026-01-07 23:35:00,network_module,successful,INC_ATM_0165_20260107144000
MAINT_INC_ATM_0169_20260107161000,ATM_0169,corrective,2026-01-07 16:10:00,2026-01-07 21:40:00,network_module,successful,INC_ATM_0169_20260107161000
MAINT_INC_ATM_0024_20260107162000,ATM_0024,corrective,2026-01-07 16:20:00,2026-01-07 18:10:00,card_reader,successful,INC_ATM_0024_20260107162000
MAINT_INC_ATM_0119_20260107165000,ATM_0119,corrective,2026-01-07 16:50:00,2026-01-07 18:40:00,card_reader,successful,INC_ATM_0119_20260107165000
MAINT_INC_ATM_0161_20260107165000,ATM_0161,corrective,2026-01-07 16:50:00,2026-01-07 19:10:00,cooling_fan,successful,INC_ATM_0161_20260107165000
MAINT_INC_ATM_0012_20260107171500,ATM_0012,corrective,2026-01-07 17:15:00,2026-01-07 19:25:00,dispenser_mechanism,successful,INC_ATM_0012_20260107171500
MAINT_INC_ATM_0090_20260107175000,ATM_0090,corrective,2026-01-07 17:50:00,2026-01-07 19:45:00,card_reader,successful,INC_ATM_0090_20260107175000
MAINT_INC_ATM_0086_20260107180500,ATM_0086,corrective,2026-01-07 18:05:00,2026-01-07 20:10:00,printer_mechanism,successful,INC_ATM_0086_20260107180500
MAINT_INC_ATM_0108_20260107191500,ATM_0108,corrective,2026-01-07 19:15:00,2026-01-07 21:45:00,card_reader,successful,INC_ATM_0108_20260107191500
MAINT_INC_ATM_0102_20260107193000,ATM_0102,corrective,2026-01-07 19:30:00,2026-01-07 21:15:00,hardware_module,successful,INC_ATM_0102_20260107193000
MAINT_INC_ATM_0022_20260107195000,ATM_0022,corrective,2026-01-07 19:50:00,2026-01-07 22:10:00,dispenser_mechanism,successful,INC_ATM_0022_20260107195000
MAINT_INC_ATM_0085_20260107201500,ATM_0085,corrective,2026-01-07 20:15:00,2026-01-07 22:15:00,printer_mechanism,successful,INC_ATM_0085_20260107201500
MAINT_INC_ATM_0121_20260107205000,ATM_0121,corrective,2026-01-07 20:50:00,2026-01-08 06:55:00,card_reader,successful,INC_ATM_0121_20260107205000
MAINT_INC_ATM_0006_20260107221000,ATM_0006,corrective,2026-01-07 22:10:00,2026-01-08 01:05:00,printer_mechanism,successful,INC_ATM_0006_20260107221000
MAINT_INC_ATM_0070_20260107222500,ATM_0070,corrective,2026-01-07 22:25:00,2026-01-08 01:35:00,dispenser_mechanism,successful,INC_ATM_0070_20260107222500
MAINT_INC_ATM_0087_20260107231500,ATM_0087,corrective,2026-01-07 23:15:00,2026-01-08 07:00:00,power_supply,successful,INC_ATM_0087_20260107231500
MAINT_INC_ATM_0161_20260107234500,ATM_0161,corrective,2026-01-07 23:45:00,2026-01-08 02:40:00,printer_mechanism,successful,INC_ATM_0161_20260107234500
MAINT_INC_ATM_0131_20260108000000,ATM_0131,corrective,2026-01-08 00:00:00,2026-01-08 02:15:00,printer_mechanism,successful,INC_ATM_0131_20260108000000
MAINT_INC_ATM_0081_20260108005000,ATM_0081,corrective,2026-01-08 00:50:00,2026-01-08 03:05:00,printer_mechanism,successful,INC_ATM_0081_20260108005000
MAINT_INC_ATM_0047_20260108025000,ATM_0047,corrective,2026-01-08 02:50:00,2026-01-08 12:15:00,network_module,successful,INC_ATM_0047_20260108025000
MAINT_INC_ATM_0147_20260108031500,ATM_0147,corrective,2026-01-08 03:15:00,2026-01-08 05:10:00,power_supply,successful,INC_ATM_0147_20260108031500
MAINT_INC_ATM_0080_20260108033000,ATM_0080,corrective,2026-01-08 03:30:00,2026-01-08 05:30:00,card_reader,successful,INC_ATM_0080_20260108033000
MAINT_INC_ATM_0174_20260108043000,ATM_0174,corrective,2026-01-08 04:30:00,2026-01-08 06:50:00,card_reader,successful,INC_ATM_0174_20260108043000
MAINT_INC_ATM_0158_20260108044500,ATM_0158,corrective,2026-01-08 04:45:00,2026-01-08 07:00:00,card_reader,successful,INC_ATM_0158_20260108044500
MAINT_INC_ATM_0104_20260108050000,ATM_0104,corrective,2026-01-08 05:00:00,2026-01-08 14:35:00,power_supply,successful,INC_ATM_0104_20260108050000
MAINT_INC_ATM_0009_20260108060500,ATM_0009,corrective,2026-01-08 06:05:00,2026-01-08 11:55:00,cooling_fan,successful,INC_ATM_0009_20260108060500
MAINT_INC_ATM_0167_20260108065500,ATM_0167,corrective,2026-01-08 06:55:00,2026-01-08 15:10:00,power_supply,successful,INC_ATM_0167_20260108065500
MAINT_INC_ATM_0062_20260108070000,ATM_0062,corrective,2026-01-08 07:00:00,2026-01-08 09:50:00,power_supply,successful,INC_ATM_0062_20260108070000
MAINT_INC_ATM_0105_20260108070500,ATM_0105,corrective,2026-01-08 07:05:00,2026-01-08 09:40:00,cooling_fan,successful,INC_ATM_0105_20260108070500
MAINT_INC_ATM_0138_20260108070500,ATM_0138,corrective,2026-01-08 07:05:00,2026-01-08 14:00:00,printer_mechanism,successful,INC_ATM_0138_20260108070500
MAINT_INC_ATM_0032_20260108073500,ATM_0032,corrective,2026-01-08 07:35:00,2026-01-08 10:20:00,printer_mechanism,successful,INC_ATM_0032_20260108073500
MAINT_INC_ATM_0058_20260108074500,ATM_0058,corrective,2026-01-08 07:45:00,2026-01-08 09:25:00,dispenser_mechanism,successful,INC_ATM_0058_20260108074500
MAINT_INC_ATM_0129_20260108074500,ATM_0129,corrective,2026-01-08 07:45:00,2026-01-08 12:55:00,network_module,successful,INC_ATM_0129_20260108074500
MAINT_INC_ATM_0118_20260108075500,ATM_0118,corrective,2026-01-08 07:55:00,2026-01-08 10:05:00,dispenser_mechanism,successful,INC_ATM_0118_20260108075500
MAINT_INC_ATM_0077_20260108082500,ATM_0077,corrective,2026-01-08 08:25:00,2026-01-08 10:45:00,card_reader,successful,INC_ATM_0077_20260108082500
MAINT_INC_ATM_0131_20260108082500,ATM_0131,corrective,2026-01-08 08:25:00,2026-01-08 17:40:00,network_module,successful,INC_ATM_0131_20260108082500
MAINT_INC_ATM_0127_20260108084000,ATM_0127,corrective,2026-01-08 08:40:00,2026-01-08 14:00:00,cooling_fan,successful,INC_ATM_0127_20260108084000
MAINT_INC_ATM_0155_20260108085000,ATM_0155,corrective,2026-01-08 08:50:00,2026-01-08 10:50:00,hardware_module,successful,INC_ATM_0155_20260108085000
MAINT_INC_ATM_0107_20260108092500,ATM_0107,corrective,2026-01-08 09:25:00,2026-01-08 12:40:00,power_supply,successful,INC_ATM_0107_20260108092500
MAINT_INC_ATM_0117_20260108105500,ATM_0117,corrective,2026-01-08 10:55:00,2026-01-08 13:10:00,dispenser_mechanism,successful,INC_ATM_0117_20260108105500
MAINT_INC_ATM_0121_20260108112000,ATM_0121,corrective,2026-01-08 11:20:00,2026-01-08 14:30:00,printer_mechanism,successful,INC_ATM_0121_20260108112000
MAINT_INC_ATM_0116_20260108114500,ATM_0116,corrective,2026-01-08 11:45:00,2026-01-08 14:40:00,dispenser_mechanism,successful,INC_ATM_0116_20260108114500
MAINT_INC_ATM_0098_20260108115500,ATM_0098,corrective,2026-01-08 11:55:00,2026-01-08 13:55:00,card_reader,successful,INC_ATM_0098_20260108115500
MAINT_INC_ATM_0151_20260108115500,ATM_0151,corrective,2026-01-08 11:55:00,2026-01-08 20:35:00,printer_mechanism,successful,INC_ATM_0151_20260108115500
MAINT_INC_ATM_0074_20260108130000,ATM_0074,corrective,2026-01-08 13:00:00,2026-01-08 15:10:00,cooling_fan,successful,INC_ATM_0074_20260108130000
MAINT_INC_ATM_0015_20260108135000,ATM_0015,corrective,2026-01-08 13:50:00,2026-01-08 16:30:00,card_reader,successful,INC_ATM_0015_20260108135000
MAINT_INC_ATM_0046_20260108143000,ATM_0046,corrective,2026-01-08 14:30:00,2026-01-08 21:35:00,hardware_module,successful,INC_ATM_0046_20260108143000
MAINT_INC_ATM_0002_20260108143500,ATM_0002,corrective,2026-01-08 14:35:00,2026-01-08 15:50:00,software_update,successful,INC_ATM_0002_20260108143500
MAINT_INC_ATM_0056_20260108144500,ATM_0056,corrective,2026-01-08 14:45:00,2026-01-08 17:15:00,network_module,successful,INC_ATM_0056_20260108144500
MAINT_INC_ATM_0073_20260108144500,ATM_0073,corrective,2026-01-08 14:45:00,2026-01-08 17:25:00,printer_mechanism,successful,INC_ATM_0073_20260108144500
MAINT_INC_ATM_0001_20260108145500,ATM_0001,corrective,2026-01-08 14:55:00,2026-01-08 17:45:00,power_supply,successful,INC_ATM_0001_20260108145500
MAINT_INC_ATM_0068_20260108152000,ATM_0068,corrective,2026-01-08 15:20:00,2026-01-08 18:35:00,hardware_module,successful,INC_ATM_0068_20260108152000
MAINT_INC_ATM_0134_20260108152000,ATM_0134,corrective,2026-01-08 15:20:00,2026-01-08 17:25:00,network_module,successful,INC_ATM_0134_20260108152000
MAINT_INC_ATM_0130_20260108154500,ATM_0130,corrective,2026-01-08 15:45:00,2026-01-08 18:30:00,hardware_module,successful,INC_ATM_0130_20260108154500
MAINT_INC_ATM_0100_20260108155000,ATM_0100,corrective,2026-01-08 15:50:00,2026-01-08 22:30:00,cooling_fan,successful,INC_ATM_0100_20260108155000
MAINT_INC_ATM_0052_20260108160000,ATM_0052,corrective,2026-01-08 16:00:00,2026-01-08 18:50:00,card_reader,successful,INC_ATM_0052_20260108160000
MAINT_INC_ATM_0099_20260108160000,ATM_0099,corrective,2026-01-08 16:00:00,2026-01-08 19:20:00,cooling_fan,successful,INC_ATM_0099_20260108160000
MAINT_INC_ATM_0037_20260108161500,ATM_0037,corrective,2026-01-08 16:15:00,2026-01-08 17:25:00,hardware_module,successful,INC_ATM_0037_20260108161500
MAINT_INC_ATM_0034_20260108164000,ATM_0034,corrective,2026-01-08 16:40:00,2026-01-09 02:05:00,card_reader,successful,INC_ATM_0034_20260108164000
MAINT_INC_ATM_0067_20260108171000,ATM_0067,corrective,2026-01-08 17:10:00,2026-01-08 20:15:00,card_reader,successful,INC_ATM_0067_20260108171000
MAINT_INC_ATM_0150_20260108181000,ATM_0150,corrective,2026-01-08 18:10:00,2026-01-08 20:20:00,printer_mechanism,successful,INC_ATM_0150_20260108181000
MAINT_INC_ATM_0123_20260108185000,ATM_0123,corrective,2026-01-08 18:50:00,2026-01-08 22:25:00,card_reader,successful,INC_ATM_0123_20260108185000
MAINT_INC_ATM_0027_20260108191500,ATM_0027,corrective,2026-01-08 19:15:00,2026-01-08 21:45:00,dispenser_mechanism,successful,INC_ATM_0027_20260108191500
MAINT_INC_ATM_0005_20260108200500,ATM_0005,corrective,2026-01-08 20:05:00,2026-01-08 22:20:00,network_module,successful,INC_ATM_0005_20260108200500
MAINT_INC_ATM_0114_20260108201000,ATM_0114,corrective,2026-01-08 20:10:00,2026-01-08 22:45:00,hardware_module,successful,INC_ATM_0114_20260108201000
MAINT_INC_ATM_0058_20260108221500,ATM_0058,corrective,2026-01-08 22:15:00,2026-01-09 00:25:00,software_update,successful,INC_ATM_0058_20260108221500
MAINT_INC_ATM_0109_20260108223500,ATM_0109,corrective,2026-01-08 22:35:00,2026-01-09 00:55:00,card_reader,successful,INC_ATM_0109_20260108223500
MAINT_INC_ATM_0169_20260108225000,ATM_0169,corrective,2026-01-08 22:50:00,2026-01-09 02:10:00,hardware_module,successful,INC_ATM_0169_20260108225000
MAINT_INC_ATM_0028_20260108230000,ATM_0028,corrective,2026-01-08 23:00:00,2026-01-09 01:50:00,card_reader,successful,INC_ATM_0028_20260108230000
MAINT_INC_ATM_0161_20260108230000,ATM_0161,corrective,2026-01-08 23:00:00,2026-01-09 09:30:00,card_reader,successful,INC_ATM_0161_20260108230000
MAINT_INC_ATM_0132_20260108231500,ATM_0132,corrective,2026-01-08 23:15:00,2026-01-09 01:25:00,cooling_fan,successful,INC_ATM_0132_20260108231500
MAINT_INC_ATM_0066_20260108232000,ATM_0066,corrective,2026-01-08 23:20:00,2026-01-09 02:20:00,network_module,successful,INC_ATM_0066_20260108232000
MAINT_INC_ATM_0156_20260108233000,ATM_0156,corrective,2026-01-08 23:30:00,2026-01-09 01:50:00,card_reader,successful,INC_ATM_0156_20260108233000
MAINT_INC_ATM_0073_20260109002000,ATM_0073,corrective,2026-01-09 00:20:00,2026-01-09 02:25:00,dispenser_mechanism,successful,INC_ATM_0073_20260109002000
MAINT_INC_ATM_0079_20260109002000,ATM_0079,corrective,2026-01-09 00:20:00,2026-01-09 10:15:00,dispenser_mechanism,successful,INC_ATM_0079_20260109002000
MAINT_INC_ATM_0111_20260109010000,ATM_0111,corrective,2026-01-09 01:00:00,2026-01-09 11:40:00,dispenser_mechanism,successful,INC_ATM_0111_20260109010000
MAINT_INC_ATM_0041_20260109015000,ATM_0041,corrective,2026-01-09 01:50:00,2026-01-09 04:25:00,printer_mechanism,successful,INC_ATM_0041_20260109015000
MAINT_INC_ATM_0098_20260109030000,ATM_0098,corrective,2026-01-09 03:00:00,2026-01-09 13:30:00,dispenser_mechanism,successful,INC_ATM_0098_20260109030000
MAINT_INC_ATM_0159_20260109032000,ATM_0159,corrective,2026-01-09 03:20:00,2026-01-09 05:30:00,power_supply,successful,INC_ATM_0159_20260109032000
MAINT_INC_ATM_0019_20260109033000,ATM_0019,corrective,2026-01-09 03:30:00,2026-01-09 06:15:00,card_reader,successful,INC_ATM_0019_20260109033000
MAINT_INC_ATM_0089_20260109033500,ATM_0089,corrective,2026-01-09 03:35:00,2026-01-09 06:15:00,power_supply,successful,INC_ATM_0089_20260109033500
