incident_id,atm_id,failure_type,failure_subtype,start_time,end_time,severity,maintenance_level,repair_duration_hours,root_cause,was_sudden
INC_ATM_0028_20260105025000,ATM_0028,software,application_crash,2026-01-05 02:50:00,2026-01-05 09:20:00,medium,SLM,6.226683099700679,Software exception,False
INC_ATM_0084_20260105030500,ATM_0084,power,power_supply_failure,2026-01-05 03:05:00,2026-01-05 11:55:00,high,SLM,8.325955514474542,Power supply instability,False
INC_ATM_0002_20260105040500,ATM_0002,power,power_outage,2026-01-05 04:05:00,2026-01-05 07:05:00,high,FLM,2.530206588669177,Power supply instability,False
INC_ATM_0033_20260105060500,ATM_0033,thermal,cooling_system_failure,2026-01-05 06:05:00,2026-01-05 07:35:00,low,FLM,1.110708555471862,Thermal management failure,False
INC_ATM_0123_20260105075000,ATM_0123,card_reader,read_error,2026-01-05 07:50:00,2026-01-05 22:40:00,high,SLM,14.571342554270196,Card reader sensor malfunction,False
INC_ATM_0171_20260105090000,ATM_0171,card_reader,card_jam,2026-01-05 09:00:00,2026-01-05 12:05:00,low,FLM,2.6739931213586976,Card reader sensor malfunction,False
INC_ATM_0038_20260105103000,ATM_0038,printer,print_head_failure,2026-01-05 10:30:00,2026-01-05 22:35:00,low,SLM,11.8147740042366,Printer mechanism failure,False
INC_ATM_0147_20260105112500,ATM_0147,power,power_outage,2026-01-05 11:25:00,2026-01-05 14:10:00,medium,FLM,2.553225305869838,Power supply instability,False
INC_ATM_0001_20260105123500,ATM_0001,printer,print_head_failure,2026-01-05 12:35:00,2026-01-05 14:55:00,medium,FLM,1.8635123000400824,Printer mechanism failure,False
INC_ATM_0117_20260105130000,ATM_0117,card_reader,reader_malfunction,2026-01-05 13:00:00,2026-01-05 14:00:00,medium,FLM,0.7197405124649177,Card reader sensor malfunction,False
INC_ATM_0053_20260105130500,ATM_0053,hardware,disk_failure,2026-01-05 13:05:00,2026-01-05 15:30:00,low,FLM,2.1989227003252703,Hardware component failure,False
INC_ATM_0079_20260105132500,ATM_0079,software,os_error,2026-01-05 13:25:00,2026-01-05 15:05:00,low,FLM,1.3457784650663722,Software exception,False
INC_ATM_0115_20260105133000,ATM_0115,dispenser,transport_error,2026-01-05 13:30:00,2026-01-05 15:55:00,high,FLM,2.2369248837650457,Mechanical wear in dispenser,False
INC_ATM_0132_20260105134500,ATM_0132,dispenser,jam,2026-01-05 13:45:00,2026-01-06 01:25:00,medium,SLM,11.182781016698675,Mechanical wear in dispenser,False
INC_ATM_0143_20260105134500,ATM_0143,card_reader,read_error,2026-01-05 13:45:00,2026-01-05 16:00:00,critical,FLM,1.9032290223708157,Card reader sensor malfunction,False
INC_ATM_0129_20260105140000,ATM_0129,thermal,fan_failure,2026-01-05 14:00:00,2026-01-05 21:00:00,medium,SLM,6.822016927172394,Thermal management failure,False
INC_ATM_0144_20260105141000,ATM_0144,card_reader,card_jam,2026-01-05 14:10:00,2026-01-05 16:30:00,medium,FLM,2.007146687920495,Card reader sensor malfunction,False
INC_ATM_0006_20260105141500,ATM_0006,card_reader,read_error,2026-01-05 14:15:00,2026-01-05 22:25:00,medium,SLM,7.632781918921178,Card reader sensor malfunction,False
INC_ATM_0055_20260105144500,ATM_0055,network,timeout,2026-01-05 14:45:00,2026-01-05 17:55:00,high,FLM,2.850767360458634,Network connectivity issue,False
INC_ATM_0039_20260105150500,ATM_0039,network,connectivity_loss,2026-01-05 15:05:00,2026-01-05 21:00:00,critical,SLM,5.666074753665606,Network connectivity issue,False
INC_ATM_0013_20260105162000,ATM_0013,hardware,disk_failure,2026-01-05 16:20:00,2026-01-05 19:25:00,low,FLM,2.635191716976833,Hardware component failure,False
INC_ATM_0027_20260105174000,ATM_0027,printer,paper_jam,2026-01-05 17:40:00,2026-01-05 20:10:00,medium,FLM,2.16043076493837,Printer mechanism failure,False
INC_ATM_0126_20260105185500,ATM_0126,network,timeout,2026-01-05 18:55:00,2026-01-05 21:30:00,medium,FLM,2.327813868622401,Network connectivity issue,False
INC_ATM_0036_20260105195000,ATM_0036,thermal,cooling_system_failure,2026-01-05 19:50:00,2026-01-05 23:15:00,low,FLM,2.9522341345822927,Thermal management failure,False
INC_ATM_0110_20260105201500,ATM_0110,printer,paper_jam,2026-01-05 20:15:00,2026-01-06 04:45:00,low,SLM,8.236204245522245,Printer mechanism failure,False
INC_ATM_0059_20260105215500,ATM_0059,thermal,overheating,2026-01-05 21:55:00,2026-01-05 23:40:00,high,FLM,1.3514861423987297,Thermal management failure,False
INC_ATM_0078_20260105221000,ATM_0078,software,application_crash,2026-01-05 22:10:00,2026-01-06 01:15:00,high,FLM,2.845109407500422,Software exception,False
INC_ATM_0083_20260105222500,ATM_0083,card_reader,card_jam,2026-01-05 22:25:00,2026-01-05 23:55:00,medium,FLM,1.2237624297936138,Card reader sensor malfunction,False
INC_ATM_0021_20260105230000,ATM_0021,printer,cutter_failure,2026-01-05 23:00:00,2026-01-06 01:30:00,critical,FLM,2.140120192793377,Printer mechanism failure,False
INC_ATM_0019_20260105232000,ATM_0019,power,power_supply_failure,2026-01-05 23:20:00,2026-01-06 06:20:00,medium,SLM,6.604255294551472,Power supply instability,False
INC_ATM_0041_20260105232500,ATM_0041,dispenser,pick_failure,2026-01-05 23:25:00,2026-01-06 01:50:00,low,FLM,2.140948055343578,Mechanical wear in dispenser,False
INC_ATM_0013_20260105233500,ATM_0013,card_reader,reader_malfunction,2026-01-05 23:35:00,2026-01-06 02:35:00,high,FLM,2.683357466527248,Card reader sensor malfunction,False
INC_ATM_0161_20260105234000,ATM_0161,hardware,memory_error,2026-01-05 23:40:00,2026-01-06 01:15:00,critical,FLM,1.2845856974109937,Hardware component failure,False
INC_ATM_0047_20260106000500,ATM_0047,dispenser,jam,2026-01-06 00:05:00,2026-01-06 10:00:00,low,SLM,9.600044570052628,Mechanical wear in dispenser,False
INC_ATM_0119_20260106000500,ATM_0119,network,switch_failure,2026-01-06 00:05:00,2026-01-06 04:20:00,medium,SLM,3.9614279690625,Network connectivity issue,False
INC_ATM_0043_20260106002500,ATM_0043,card_reader,read_error,2026-01-06 00:25:00,2026-01-06 02:25:00,low,FLM,1.7259876137790398,Card reader sensor malfunction,False
INC_ATM_0027_20260106005000,ATM_0027,power,power_outage,2026-01-06 00:50:00,2026-01-06 02:55:00,medium,FLM,1.63919546310858,Power supply instability,False
INC_ATM_0087_20260106010500,ATM_0087,card_reader,read_error,2026-01-06 01:05:00,2026-01-06 02:35:00,medium,FLM,1.3164104328086204,Card reader sensor malfunction,False
INC_ATM_0134_20260106012500,ATM_0134,card_reader,read_error,2026-01-06 01:25:00,2026-01-06 09:00:00,medium,SLM,7.22101158924284,Card reader sensor malfunction,False
INC_ATM_0017_20260106021500,ATM_0017,network,connectivity_loss,2026-01-06 02:15:00,2026-01-06 03:50:00,medium,FLM,1.4078705833429128,Network connectivity issue,False
INC_ATM_0067_20260106024000,ATM_0067,thermal,fan_failure,2026-01-06 02:40:00,2026-01-06 04:55:00,medium,FLM,1.8408235906894082,Thermal management failure,False
INC_ATM_0001_20260106032500,ATM_0001,card_reader,read_error,2026-01-06 03:25:00,2026-01-06 05:25:00,low,FLM,1.6112304800775112,Card reader sensor malfunction,False
INC_ATM_0003_20260106044500,ATM_0003,printer,cutter_failure,2026-01-06 04:45:00,2026-01-06 13:50:00,high,SLM,8.632444249408254,Printer mechanism failure,False
INC_ATM_0044_20260106054500,ATM_0044,thermal,overheating,2026-01-06 05:45:00,2026-01-06 07:40:00,low,FLM,1.5070046837880793,Thermal management failure,True
INC_ATM_0159_20260106055000,ATM_0159,card_reader,read_error,2026-01-06 05:50:00,2026-01-06 07:50:00,low,FLM,1.5852769757545595,Card reader sensor malfunction,False
INC_ATM_0063_20260106062000,ATM_0063,network,switch_failure,2026-01-06 06:20:00,2026-01-06 08:05:00,medium,FLM,1.4094014242808295,Network connectivity issue,False
INC_ATM_0018_20260106063500,ATM_0018,card_reader,card_jam,2026-01-06 06:35:00,2026-01-06 09:10:00,medium,FLM,2.26413665669326,Card reader sensor malfunction,False
INC_ATM_0082_20260106085000,ATM_0082,printer,print_head_failure,2026-01-06 08:50:00,2026-01-06 11:50:00,low,FLM,2.7112818235810083,Printer mechanism failure,False
INC_ATM_0113_20260106092000,ATM_0113,dispenser,motor_failure,2026-01-06 09:20:00,2026-01-06 11:40:00,high,FLM,1.9249708965120373,Mechanical wear in dispenser,False
INC_ATM_0076_20260106092500,ATM_0076,card_reader,read_error,2026-01-06 09:25:00,2026-01-06 11:25:00,high,FLM,1.5954250116240354,Card reader sensor malfunction,False
INC_ATM_0092_20260106093500,ATM_0092,dispenser,pick_failure,2026-01-06 09:35:00,2026-01-06 11:30:00,low,FLM,1.6423760080100798,Mechanical wear in dispenser,False
INC_ATM_0083_20260106095000,ATM_0083,card_reader,card_jam,2026-01-06 09:50:00,2026-01-06 16:20:00,medium,SLM,6.24980750643414,Card reader sensor malfunction,False
INC_ATM_0056_20260106101500,ATM_0056,software,application_crash,2026-01-06 10:15:00,2026-01-06 12:50:00,low,FLM,2.3755334256964433,Software exception,False
INC_ATM_0028_20260106104000,ATM_0028,card_reader,reader_malfunction,2026-01-06 10:40:00,2026-01-06 18:25:00,medium,SLM,7.542997139542085,Card reader sensor malfunction,False
INC_ATM_0108_20260106104000,ATM_0108,printer,paper_jam,2026-01-06 10:40:00,2026-01-06 16:15:00,medium,SLM,5.192041132150733,Printer mechanism failure,False
INC_ATM_0104_20260106112500,ATM_0104,power,power_supply_failure,2026-01-06 11:25:00,2026-01-06 12:40:00,medium,FLM,1.0692148954414022,Power supply instability,False
INC_ATM_0055_20260106122500,ATM_0055,network,connectivity_loss,2026-01-06 12:25:00,2026-01-06 21:20:00,low,SLM,8.357812599560209,Network connectivity issue,False
INC_ATM_0039_20260106134000,ATM_0039,card_reader,reader_malfunction,2026-01-06 13:40:00,2026-01-06 14:45:00,critical,FLM,0.7099403677681961,Card reader sensor malfunction,False
INC_ATM_0057_20260106142000,ATM_0057,network,connectivity_loss,2026-01-06 14:20:00,2026-01-06 17:00:00,medium,FLM,2.1787999033474947,Network connectivity issue,False
INC_ATM_0044_20260106170000,ATM_0044,power,power_supply_failure,2026-01-06 17:00:00,2026-01-07 02:00:00,low,SLM,8.794757484869908,Power supply instability,False
INC_ATM_0151_20260106170000,ATM_0151,hardware,memory_error,2026-01-06 17:00:00,2026-01-06 23:05:00,medium,SLM,5.723810068985962,Hardware component failure,False
INC_ATM_0063_20260106172000,ATM_0063,card_reader,read_error,2026-01-06 17:20:00,2026-01-06 19:25:00,medium,FLM,1.7724589575271024,Card reader sensor malfunction,False
INC_ATM_0081_20260106182500,ATM_0081,hardware,controller_failure,2026-01-06 18:25:00,2026-01-07 02:10:00,medium,SLM,7.175477982871246,Hardware component failure,False
INC_ATM_0058_20260106191000,ATM_0058,card_reader,reader_malfunction,2026-01-06 19:10:00,2026-01-07 03:00:00,low,SLM,7.567561744660949,Card reader sensor malfunction,False
INC_ATM_0087_20260106194000,ATM_0087,dispenser,motor_failure,2026-01-06 19:40:00,2026-01-07 04:15:00,low,SLM,8.264563276983887,Mechanical wear in dispenser,False
INC_ATM_0113_20260106203500,ATM_0113,network,timeout,2026-01-06 20:35:00,2026-01-06 22:30:00,high,FLM,1.5495692515855388,Network connectivity issue,False
INC_ATM_0154_20260106213000,ATM_0154,power,power_outage,2026-01-06 21:30:00,2026-01-07 00:05:00,low,FLM,2.3949156478785074,Power supply instability,False
INC_ATM_0135_20260106220500,ATM_0135,software,driver_failure,2026-01-06 22:05:00,2026-01-07 00:55:00,low,FLM,2.4041633427298565,Software exception,False
INC_ATM_0013_20260106221000,ATM_0013,dispenser,transport_error,2026-01-06 22:10:00,2026-01-07 00:05:00,medium,FLM,1.7137390688579057,Mechanical wear in dispenser,False
INC_ATM_0028_20260106224500,ATM_0028,card_reader,reader_malfunction,2026-01-06 22:45:00,2026-01-07 01:15:00,medium,FLM,2.233834621997556,Card reader sensor malfunction,False
INC_ATM_0160_20260106232500,ATM_0160,printer,cutter_failure,2026-01-06 23:25:00,2026-01-07 06:05:00,medium,SLM,6.35576216075293,Printer mechanism failure,False
INC_ATM_0128_20260107002000,ATM_0128,printer,paper_jam,2026-01-07 00:20:00,2026-01-07 03:10:00,medium,FLM,2.3408195271501033,Printer mechanism failure,False
INC_ATM_0129_20260107005000,ATM_0129,thermal,fan_failure,2026-01-07 00:50:00,2026-01-07 08:30:00,low,SLM,7.268419316996416,Thermal management failure,False
INC_ATM_0173_20260107020000,ATM_0173,card_reader,reader_malfunction,2026-01-07 02:00:00,2026-01-07 04:35:00,medium,FLM,2.1860199122369486,Card reader sensor malfunction,True
INC_ATM_0067_20260107034000,ATM_0067,card_reader,read_error,2026-01-07 03:40:00,2026-01-07 06:00:00,critical,FLM,1.9779258286455343,Card reader sensor malfunction,False
INC_ATM_0103_20260107040500,ATM_0103,printer,paper_jam,2026-01-07 04:05:00,2026-01-07 07:00:00,low,FLM,2.5114460807539727,Printer mechanism failure,False
INC_ATM_0079_20260107041500,ATM_0079,card_reader,reader_malfunction,2026-01-07 04:15:00,2026-01-07 11:40:00,high,SLM,7.009372372757728,Card reader sensor malfunction,False
INC_ATM_0095_20260107050500,ATM_0095,printer,cutter_failure,2026-01-07 05:05:00,2026-01-07 13:35:00,low,SLM,8.2023915510677,Printer mechanism failure,False
INC_ATM_0042_20260107051500,ATM_0042,card_reader,card_jam,2026-01-07 05:15:00,2026-01-07 07:35:00,medium,FLM,1.8822141155762575,Card reader sensor malfunction,False
INC_ATM_0060_20260107051500,ATM_0060,card_reader,reader_malfunction,2026-01-07 05:15:00,2026-01-07 13:15:00,low,SLM,7.584667632115864,Card reader sensor malfunction,False
INC_ATM_0109_20260107051500,ATM_0109,hardware,disk_failure,2026-01-07 05:15:00,2026-01-07 06:55:00,medium,FLM,1.3559213834493087,Hardware component failure,False
INC_ATM_0102_20260107062000,ATM_0102,software,application_crash,2026-01-07 06:20:00,2026-01-07 17:20:00,low,SLM,10.584407847185302,Software exception,False
INC_ATM_0074_20260107073000,ATM_0074,network,timeout,2026-01-07 07:30:00,2026-01-07 17:05:00,medium,SLM,9.219016128622712,Network connectivity issue,False
INC_ATM_0043_20260107085500,ATM_0043,card_reader,card_jam,2026-01-07 08:55:00,2026-01-07 11:25:00,high,FLM,2.1957853558213447,Card reader sensor malfunction,False
INC_ATM_0135_20260107093000,ATM_0135,printer,print_head_failure,2026-01-07 09:30:00,2026-01-07 11:30:00,high,FLM,1.8056700498905787,Printer mechanism failure,False
INC_ATM_0049_20260107103500,ATM_0049,network,dns_failure,2026-01-07 10:35:00,2026-01-07 13:10:00,medium,FLM,2.254465024869047,Network connectivity issue,False
INC_ATM_0016_20260107113000,ATM_0016,hardware,controller_failure,2026-01-07 11:30:00,2026-01-07 13:10:00,medium,FLM,1.3829598488268475,Hardware component failure,False
INC_ATM_0134_20260107131000,ATM_0134,thermal,overheating,2026-01-07 13:10:00,2026-01-07 20:00:00,low,SLM,6.425551556050088,Thermal management failure,False
INC_ATM_0015_20260107142500,ATM_0015,software,application_crash,2026-01-07 14:25:00,2026-01-07 17:10:00,medium,FLM,2.516538340848832,Software exception,False
INC_ATM_0011_20260107144000,ATM_0011,card_reader,read_error,2026-01-07 14:40:00,2026-01-07 21:30:00,high,SLM,6.43223696358192,Card reader sensor malfunction,True
INC_ATM_0165_20260107144000,ATM_0165,network,timeout,2026-01-07 14:40:00,2026-01-07 23:35:00,high,SLM,8.604193333169146,Network connectivity issue,False
INC_ATM_0169_20260107161000,ATM_0169,network,connectivity_loss,2026-01-07 16:10:00,2026-01-07 21:40:00,critical,SLM,5.108072700692841,Network connectivity issue,False
INC_ATM_0024_20260107162000,ATM_0024,card_reader,read_error,2026-01-07 16:20:00,2026-01-07 18:10:00,critical,FLM,1.6024078814017724,Card reader sensor malfunction,False
INC_ATM_0119_20260107165000,ATM_0119,card_reader,reader_malfunction,2026-01-07 16:50:00,2026-01-07 18:40:00,medium,FLM,1.5004611355225088,Card reader sensor malfunction,False
INC_ATM_0161_20260107165000,ATM_0161,thermal,fan_failure,2026-01-07 16:50:00,2026-01-07 19:10:00,high,FLM,1.9460040988296536,Thermal management failure,False
INC_ATM_0012_20260107171500,ATM_0012,dispenser,motor_failure,2026-01-07 17:15:00,2026-01-07 19:25:00,low,FLM,1.9625673242667214,Mechanical wear in dispenser,False
INC_ATM_0090_20260107175000,ATM_0090,card_reader,card_jam,2026-01-07 17:50:00,2026-01-07 19:45:00,critical,FLM,1.7059778608709613,Card reader sensor malfunction,False
INC_ATM_0086_20260107180500,ATM_0086,printer,paper_jam,2026-01-07 18:05:00,2026-01-07 20:10:00,medium,FLM,1.7567751046910496,Printer mechanism failure,False
INC_ATM_0108_20260107191500,ATM_0108,card_reader,read_error,2026-01-07 19:15:00,2026-01-07 21:45:00,low,FLM,2.05724290771068,Card reader sensor malfunction,False
INC_ATM_0102_20260107193000,ATM_0102,hardware,memory_error,2026-01-07 19:30:00,2026-01-07 21:15:00,low,FLM,1.5137637605589753,Hardware component failure,True
INC_ATM_0022_20260107195000,ATM_0022,dispenser,jam,2026-01-07 19:50:00,2026-01-07 22:10:00,high,FLM,1.961563372810545,Mechanical wear in dispenser,False
INC_ATM_0085_20260107201500,ATM_0085,printer,cutter_failure,2026-01-07 20:15:00,2026-01-07 22:15:00,low,FLM,1.8176144330007507,Printer mechanism failure,False
INC_ATM_0121_20260107205000,ATM_0121,card_reader,reader_malfunction,2026-01-07 20:50:00,2026-01-08 06:55:00,high,SLM,9.773136858650725,Card reader sensor malfunction,False
INC_ATM_0006_20260107221000,ATM_0006,printer,paper_jam,2026-01-07 22:10:00,2026-01-08 01:05:00,high,FLM,2.5189383020494853,Printer mechanism failure,False
INC_ATM_0070_20260107222500,ATM_0070,dispenser,pick_failure,2026-01-07 22:25:00,2026-01-08 01:35:00,medium,FLM,2.8863121325264323,Mechanical wear in dispenser,False
INC_ATM_0087_20260107231500,ATM_0087,power,voltage_drop,2026-01-07 23:15:00,2026-01-08 07:00:00,medium,SLM,7.468265341710738,Power supply instability,False
INC_ATM_0161_20260107234500,ATM_0161,printer,print_head_failure,2026-01-07 23:45:00,2026-01-08 02:40:00,medium,FLM,2.6068941345014447,Printer mechanism failure,False
INC_ATM_0131_20260108000000,ATM_0131,printer,paper_jam,2026-01-08 00:00:00,2026-01-08 02:15:00,low,FLM,1.9089998539515172,Printer mechanism failure,False
INC_ATM_0081_20260108005000,ATM_0081,printer,print_head_failure,2026-01-08 00:50:00,2026-01-08 03:05:00,low,FLM,1.7521609549023736,Printer mechanism failure,False
INC_ATM_0047_20260108025000,ATM_0047,network,timeout,2026-01-08 02:50:00,2026-01-08 12:15:00,high,SLM,9.026766249833255,Network connectivity issue,False
INC_ATM_0147_20260108031500,ATM_0147,power,voltage_drop,2026-01-08 03:15:00,2026-01-08 05:10:00,high,FLM,1.634606921891113,Power supply instability,False
INC_ATM_0080_20260108033000,ATM_0080,card_reader,card_jam,2026-01-08 03:30:00,2026-01-08 05:30:00,high,FLM,1.615506309430935,Card reader sensor malfunction,False
INC_ATM_0174_20260108043000,ATM_0174,card_reader,read_error,2026-01-08 04:30:00,2026-01-08 06:50:00,medium,FLM,1.974492715033191,Card reader sensor malfunction,False
INC_ATM_0158_20260108044500,ATM_0158,card_reader,read_error,2026-01-08 04:45:00,2026-01-08 07:00:00,high,FLM,1.957960733946702,Card reader sensor malfunction,False
INC_ATM_0104_20260108050000,ATM_0104,power,voltage_drop,2026-01-08 05:00:00,2026-01-08 14:35:00,high,SLM,9.278662087935983,Power supply instability,False
INC_ATM_0009_20260108060500,ATM_0009,thermal,cooling_system_failure,2026-01-08 06:05:00,2026-01-08 11:55:00,low,SLM,5.553303891771476,Thermal management failure,False
INC_ATM_0167_20260108065500,ATM_0167,power,ups_failure,2026-01-08 06:55:00,2026-01-08 15:10:00,low,SLM,8.00679567495343,Power supply instability,True
INC_ATM_0062_20260108070000,ATM_0062,power,power_outage,2026-01-08 07:00:00,2026-01-08 09:50:00,medium,FLM,2.3636511445277417,Power supply instability,False
INC_ATM_0105_20260108070500,ATM_0105,thermal,overheating,2026-01-08 07:05:00,2026-01-08 09:40:00,critical,FLM,2.085059077489116,Thermal management failure,False
INC_ATM_0138_20260108070500,ATM_0138,printer,cutter_failure,2026-01-08 07:05:00,2026-01-08 14:00:00,low,SLM,6.481640590495733,Printer mechanism failure,False
INC_ATM_0032_20260108073500,ATM_0032,printer,cutter_failure,2026-01-08 07:35:00,2026-01-08 10:20:00,medium,FLM,2.3989865114673457,Printer mechanism failure,False
INC_ATM_0058_20260108074500,ATM_0058,dispenser,motor_failure,2026-01-08 07:45:00,2026-01-08 09:25:00,high,FLM,1.4268725306429388,Mechanical wear in dispenser,False
INC_ATM_0129_20260108074500,ATM_0129,network,dns_failure,2026-01-08 07:45:00,2026-01-08 12:55:00,low,SLM,4.849167925303584,Network connectivity issue,False
INC_ATM_0118_20260108075500,ATM_0118,dispenser,jam,2026-01-08 07:55:00,2026-01-08 10:05:00,low,FLM,1.929729613878756,Mechanical wear in dispenser,False
INC_ATM_0077_20260108082500,ATM_0077,card_reader,reader_malfunction,2026-01-08 08:25:00,2026-01-08 10:45:00,medium,FLM,1.9054960088690174,Card reader sensor malfunction,False
INC_ATM_0131_20260108082500,ATM_0131,network,dns_failure,2026-01-08 08:25:00,2026-01-08 17:40:00,low,SLM,8.920799327071808,Network connectivity issue,False
INC_ATM_0127_20260108084000,ATM_0127,thermal,cooling_system_failure,2026-01-08 08:40:00,2026-01-08 14:00:00,high,SLM,4.954119808855893,Thermal management failure,False
INC_ATM_0155_20260108085000,ATM_0155,hardware,controller_failure,2026-01-08 08:50:00,2026-01-08 10:50:00,high,FLM,1.7422645390522746,Hardware component failure,False
INC_ATM_0107_20260108092500,ATM_0107,power,power_outage,2026-01-08 09:25:00,2026-01-08 12:40:00,medium,FLM,2.901181887625571,Power supply instability,False
INC_ATM_0117_20260108105500,ATM_0117,dispenser,transport_error,2026-01-08 10:55:00,2026-01-08 13:10:00,high,FLM,1.8800941801191193,Mechanical wear in dispenser,False
INC_ATM_0121_20260108112000,ATM_0121,printer,print_head_failure,2026-01-08 11:20:00,2026-01-08 14:30:00,low,FLM,2.912917412278584,Printer mechanism failure,False
INC_ATM_0116_20260108114500,ATM_0116,dispenser,jam,2026-01-08 11:45:00,2026-01-08 14:40:00,high,FLM,2.7255782675905844,Mechanical wear in dispenser,False
INC_ATM_0098_20260108115500,ATM_0098,card_reader,read_error,2026-01-08 11:55:00,2026-01-08 13:55:00,low,FLM,1.5231563954900174,Card reader sensor malfunction,False
INC_ATM_0151_20260108115500,ATM_0151,printer,cutter_failure,2026-01-08 11:55:00,2026-01-08 20:35:00,low,SLM,8.497174749711702,Printer mechanism failure,False
INC_ATM_0074_20260108130000,ATM_0074,thermal,fan_failure,2026-01-08 13:00:00,2026-01-08 15:10:00,medium,FLM,1.699927876491741,Thermal management failure,False
INC_ATM_0015_20260108135000,ATM_0015,card_reader,read_error,2026-01-08 13:50:00,2026-01-08 16:30:00,low,FLM,2.2913647897668046,Card reader sensor malfunction,False
INC_ATM_0046_20260108143000,ATM_0046,hardware,memory_error,2026-01-08 14:30:00,2026-01-08 21:35:00,low,SLM,6.742432859858339,Hardware component failure,False
INC_ATM_0002_20260108143500,ATM_0002,software,application_crash,2026-01-08 14:35:00,2026-01-08 15:50:00,medium,FLM,0.988104506409321,Software exception,False
INC_ATM_0056_20260108144500,ATM_0056,network,dns_failure,2026-01-08 14:45:00,2026-01-08 17:15:00,medium,FLM,2.2049670973281104,Network connectivity issue,False
INC_ATM_0073_20260108144500,ATM_0073,printer,paper_jam,2026-01-08 14:45:00,2026-01-08 17:25:00,medium,FLM,2.258907494745545,Printer mechanism failure,False
INC_ATM_0001_20260108145500,ATM_0001,power,ups_failure,2026-01-08 14:55:00,2026-01-08 17:45:00,medium,FLM,2.531008088397769,Power supply instability,False
INC_ATM_0068_20260108152000,ATM_0068,hardware,controller_failure,2026-01-08 15:20:00,2026-01-08 18:35:00,high,FLM,2.846819505985125,Hardware component failure,False
INC_ATM_0134_20260108152000,ATM_0134,network,connectivity_loss,2026-01-08 15:20:00,2026-01-08 17:25:00,high,FLM,1.7984411258874617,Network connectivity issue,False
INC_ATM_0130_20260108154500,ATM_0130,hardware,memory_error,2026-01-08 15:45:00,2026-01-08 18:30:00,medium,FLM,2.56156249268058,Hardware component failure,False
INC_ATM_0100_20260108155000,ATM_0100,thermal,cooling_system_failure,2026-01-08 15:50:00,2026-01-08 22:30:00,low,SLM,6.281834550646487,Thermal management failure,False
INC_ATM_0052_20260108160000,ATM_0052,card_reader,reader_malfunction,2026-01-08 16:00:00,2026-01-08 18:50:00,critical,FLM,2.523827477880752,Card reader sensor malfunction,False
INC_ATM_0099_20260108160000,ATM_0099,thermal,fan_failure,2026-01-08 16:00:00,2026-01-08 19:20:00,medium,FLM,2.8948896238432074,Thermal management failure,False
INC_ATM_0037_20260108161500,ATM_0037,hardware,controller_failure,2026-01-08 16:15:00,2026-01-08 17:25:00,medium,FLM,0.9395836179618202,Hardware component failure,False
INC_ATM_0034_20260108164000,ATM_0034,card_reader,read_error,2026-01-08 16:40:00,2026-01-09 02:05:00,high,SLM,9.119364402151579,Card reader sensor malfunction,False
INC_ATM_0067_20260108171000,ATM_0067,card_reader,reader_malfunction,2026-01-08 17:10:00,2026-01-08 20:15:00,low,FLM,2.686666415060222,Card reader sensor malfunction,False
INC_ATM_0150_20260108181000,ATM_0150,printer,cutter_failure,2026-01-08 18:10:00,2026-01-08 20:20:00,medium,FLM,1.810441234609575,Printer mechanism failure,False
INC_ATM_0123_20260108185000,ATM_0123,card_reader,read_error,2026-01-08 18:50:00,2026-01-08 22:25:00,low,FLM,3.2607640578914285,Card reader sensor malfunction,False
INC_ATM_0027_20260108191500,ATM_0027,dispenser,jam,2026-01-08 19:15:00,2026-01-08 21:45:00,medium,FLM,2.1832369064811012,Mechanical wear in dispenser,False
INC_ATM_0005_20260108200500,ATM_0005,network,timeout,2026-01-08 20:05:00,2026-01-08 22:20:00,medium,FLM,1.8346628769351885,Network connectivity issue,False
INC_ATM_0114_20260108201000,ATM_0114,hardware,disk_failure,2026-01-08 20:10:00,2026-01-08 22:45:00,medium,FLM,2.2532826714732317,Hardware component failure,False
INC_ATM_0058_20260108221500,ATM_0058,software,application_crash,2026-01-08 22:15:00,2026-01-09 00:25:00,low,FLM,1.8819961341410114,Software exception,False
INC_ATM_0109_20260108223500,ATM_0109,card_reader,read_error,2026-01-08 22:35:00,2026-01-09 00:55:00,low,FLM,1.996526221247582,Card reader sensor malfunction,False
INC_ATM_0169_20260108225000,ATM_0169,hardware,memory_error,2026-01-08 22:50:00,2026-01-09 02:10:00,low,FLM,2.8719628172532836,Hardware component failure,False
INC_ATM_0028_20260108230000,ATM_0028,card_reader,card_jam,2026-01-08 23:00:00,2026-01-09 01:50:00,medium,FLM,2.5128403772698023,Card reader sensor malfunction,False
INC_ATM_0161_20260108230000,ATM_0161,card_reader,card_jam,2026-01-08 23:00:00,2026-01-09 09:30:00,medium,SLM,10.185117536315174,Card reader sensor malfunction,False
INC_ATM_0132_20260108231500,ATM_0132,thermal,overheating,2026-01-08 23:15:00,2026-01-09 01:25:00,high,FLM,1.8839688383385513,Thermal management failure,False
INC_ATM_0066_20260108232000,ATM_0066,network,dns_failure,2026-01-08 23:20:00,2026-01-09 02:20:00,medium,FLM,2.620795101373316,Network connectivity issue,False
INC_ATM_0156_20260108233000,ATM_0156,card_reader,reader_malfunction,2026-01-08 23:30:00,2026-01-09 01:50:00,low,FLM,2.1263929669184978,Card reader sensor malfunction,False
